id,original_text,segmented_text,equation,ans
1300014,"The number of kilograms of water in a human body varies directly as the total body weight. A person who weighs 50 kilograms contains 36 kilograms of water, and the person's age is 32 years old. How many kilograms of water are in a person weighing 60 kilograms?",,x=36.0/50.0*60.0,43.2
1400014,"The number of kilograms of water in a human body varies directly as the total body weight. A person who weighs 50 kilograms contains 36 kilograms of water, and the person's height is 1.8 meters. How many kilograms of water are in a person weighing 60 kilograms?",,x=36.0/50.0*60.0,43.2
1500014,"The number of kilograms of water in a human body varies directly as the total body weight. A person who weighs 50 kilograms contains 36 kilograms of water, and the person's shoe size is 9. How many kilograms of water are in a person weighing 60 kilograms?",,x=36.0/50.0*60.0,43.2
1600014,"If a person weighing 60 kilograms contains 43.2 kilograms of water, how much does a person weighing 50 kilograms contain?",,x=((43.2*50.0)/60.0),36
15,Rachel bought two coloring books . One had 24 pictures and the other had 39 . After one week she had already colored 4 of the pictures . How many pictures does she still have to color ?,Rachel bought two coloring books . One had 24 pictures and the other had 39 . After one week she had already colored 4 of the pictures . How many pictures does she still have to color ?,X=((24.0+39.0)-4.0),59
100015,"Sarah purchased two coloring books. The first one had 24 pages and the second one had 39. After one week, she had already colored 4 of the pages. How many pages does she still need to color?",,X=((24.0+39.0)-4.0),59
200015,"John bought two coloring books. The first one had 24 illustrations and the second one had 39. After one week, he had already colored 4 of the illustrations. How many illustrations does he still have to color?",,X=((24.0+39.0)-4.0),59
300015,"Alice purchased two coloring books. The first one had 24 designs and the second one had 39. After one week, she had already colored 4 of the designs. How many designs does she still need to color?",,X=((24.0+39.0)-4.0),59
400015,"Samuel bought two coloring books. The first one had 24 images and the second one had 39. After one week, he had already colored 4 of the images. How many images does he still have to color?",,X=((24.0+39.0)-4.0),59
500015,"Emily purchased two coloring books. The first one had 24 drawings and the second one had 39. After one week, she had already colored 4 of the drawings. How many drawings does she still need to color?",,X=((24.0+39.0)-4.0),59
600015,"After coloring 4 of the pictures in the two coloring books Rachel bought, one of which had 24 pictures and the other 39, how many does she still have to color?",,X=((24.0+39.0)-4.0),59
700015,"Rachel had already colored 4 of the pictures in the two coloring books she bought, one with 24 and the other with 39. How many does she still need to color?",,X=((24.0+39.0)-4.0),59
800015,"Of the pictures in the two coloring books Rachel bought, one with 24 and the other with 39, she had already colored 4. How many does she still have to color?",,X=((24.0+39.0)-4.0),59
900015,"Rachel bought two coloring books, one with 24 pictures and the other with 39. After one week, she had already colored 4 of the pictures. How many does she still need to color?",,X=((24.0+39.0)-4.0),59
1000015,"In the two coloring books Rachel bought, one with 24 pictures and the other with 39, she had already colored 4 after one week. How many pictures does she still have to color?",,X=((24.0+39.0)-4.0),59
1100015,"Rachel bought two coloring books. One had 24 pictures and the other had 39, which is 15 more than the first book. After one week, Rachel had already colored 4 of the pictures, which is 1/6 of the total number of pictures. How many pictures does she still have to color?",,X=((24.0+39.0)-4.0),59
1200015,"Rachel bought two coloring books. One had 24 pictures and the other had 39, which is 3 times the number of pictures in the first book. After one week, Rachel had already colored 4 of the pictures, which is 1/10 of the total number of pictures. How many pictures does she still have to color?",,X=((24.0+39.0)-4.0),59
1300015,"Rachel bought two coloring books. One had 24 pictures and the other had 39, which is the same as the number of letters in the alphabet. After one week, Rachel had already colored 4 of the pictures, which is the same as the number of sides on a square. How many pictures does she still have to color?",,X=((24.0+39.0)-4.0),59
1400015,"Rachel bought two coloring books. One had 24 pictures and the other had 39, which is the same as the number of hours in a day. After one week, Rachel had already colored 4 of the pictures, which is the same as the number of cardinal directions. How many pictures does she still have to color?",,X=((24.0+39.0)-4.0),59
1500015,"Rachel bought two coloring books. One had 24 pictures and the other had 39, which is the same as the number of hours in a day and the number of letters in the alphabet. After one week, Rachel had already colored 4 of the pictures, which is the same as the number of sides on a square and the number of cardinal directions. How many pictures does she still have to color?",,X=((24.0+39.0)-4.0),59
1600015,"Rachel bought two coloring books, one with 24 pictures and the other with some more pictures. After one week, she had already colored 4 pictures. If Rachel still has to color 59 pictures, how many pictures did the second coloring book have?",,X=((59.0-4.0)-24.0),39
16,Tony planted a 4 foot tree . The tree grows at a rate of 5 feet every year . How many years will it take to be 29 feet ?,Tony planted a 4 foot tree . The tree grows at a rate of 5 feet every year . How many years will it take to be 29 feet ?,x=(29.0-4.0)/5.0,5
100016,Sarah planted a 4 foot shrub. The shrub grows at a rate of 5 feet every year. How many years will it take to be 29 feet?,,x=(29.0-4.0)/5.0,5
200016,Mark planted a 4 foot plant. The plant grows at a rate of 5 feet every year. How many years will it take to be 29 feet?,,x=(29.0-4.0)/5.0,5
300016,Rachel planted a 4 foot bush. The bush grows at a rate of 5 feet every year. How many years will it take to be 29 feet?,,x=(29.0-4.0)/5.0,5
400016,Jake planted a 4 foot tree. The tree grows at a rate of 5 feet every year. How many years will it take to be 29 feet?,,x=(29.0-4.0)/5.0,5
500016,Maria planted a 4 foot sapling. The sapling grows at a rate of 5 feet every year. How many years will it take to be 29 feet?,,x=(29.0-4.0)/5.0,5
600016,"At a rate of 5 feet per year, how long will it take for Tony's 4 foot tree to reach 29 feet in height?",,x=(29.0-4.0)/5.0,5
700016,Tony planted a 4 foot tree which grows at a rate of 5 feet per year. In how many years will the tree reach a height of 29 feet?,,x=(29.0-4.0)/5.0,5
800016,The tree Tony planted is 4 feet tall and grows 5 feet per year. How many years will it take for the tree to reach 29 feet in height?,,x=(29.0-4.0)/5.0,5
900016,"If a tree planted by Tony grows at a rate of 5 feet per year and is currently 4 feet tall, how long will it take for the tree to be 29 feet tall?",,x=(29.0-4.0)/5.0,5
1000016,"Tony planted a 4 foot tree. Each year, the tree grows by 5 feet. How many years will it take for the tree to reach a height of 29 feet?",,x=(29.0-4.0)/5.0,5
1100016,Tony planted a 4 foot tree. The tree grows at a rate of 5 feet every year. How many years will it take to be 29 feet? Tony also has a total of 17 pencils in his pencil case.,,x=(29.0-4.0)/5.0,5
1200016,Tony planted a 4 foot tree. The tree grows at a rate of 5 feet every year. How many years will it take to be 29 feet? Tony's sister is 27 years old.,,x=(29.0-4.0)/5.0,5
1300016,Tony planted a 4 foot tree. The tree grows at a rate of 5 feet every year. How many years will it take to be 29 feet? Tony's house has 12 windows.,,x=(29.0-4.0)/5.0,5
1400016,Tony planted a 4 foot tree. The tree grows at a rate of 5 feet every year. How many years will it take to be 29 feet? Tony's phone number ends in 8.,,x=(29.0-4.0)/5.0,5
1500016,Tony planted a 4 foot tree. The tree grows at a rate of 5 feet every year. How many years will it take to be 29 feet? Tony's birthday is on the 25th day of the month.,,x=(29.0-4.0)/5.0,5
1600016,"If it takes 5 years for the tree to reach a height of 29 feet, and the tree grows at a rate of 5 feet per year, how tall was the tree when Tony planted it?",,x=(29.0-(5.0*5.0)),4
17,"If 6 times a number is decreased by 5 , the result is 7 more than the sum of 3 times the number and 13 . What is the number ?","If 6 times a number is decreased by 5 , the result is 7 more than the sum of 3 times the number and 13 . What is the number ?",x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
100017,"If 6 times a quantity is decreased by 5, the result is 7 more than the sum of 3 times the quantity and 13. What is the quantity?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
200017,"If 6 times a value is decreased by 5, the result is 7 more than the sum of 3 times the value and 13. What is the value?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
300017,"If 6 times an amount is decreased by 5, the result is 7 more than the sum of 3 times the amount and 13. What is the amount?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
400017,"If 6 times a number is decreased by 5, the result is 7 more than the sum of 3 times the number and 13. What is the number?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
500017,"If 6 times a figure is decreased by 5, the result is 7 more than the sum of 3 times the figure and 13. What is the figure?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
600017,What is the number if decreasing 6 times the number by 5 results in a value that is 7 more than the sum of 3 times the number and 13?,,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
700017,The result of decreasing 6 times a number by 5 is 7 more than the sum of 3 times the number and 13. What is the number?,,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
800017,"If the result of decreasing 6 times a number by 5 is 7 more than the sum of 3 times the number and 13, what is the number?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
900017,The number for which decreasing 6 times the number by 5 results in a value that is 7 more than the sum of 3 times the number and 13 is what?,,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
1000017,"What is the number that, when decreased by 5 6 times, results in a value that is 7 more than the sum of 3 times the number and 13?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
1100017,What is the value of the number if the result of 6 times the number being decreased by 5 is 7 more than the sum of 3 times the number and 13?,,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
1200017,"If 6 times an amount is decreased by 5, the result is 7 more than the sum of 3 times the amount and 13. What is the amount?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
1300017,"If 6 times a number is decreased by 5, the result is 7 more than the sum of 3 times the number and 13. What is the number?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
1400017,"If 6 times a figure is decreased by 5, the result is 7 more than the sum of 3 times the figure and 13. What is the figure?",,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
1500017,What is the number if decreasing 6 times the number by 5 results in a value that is 7 more than the sum of 3 times the number and 13?,,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
1600017,The result of decreasing 6 times a number by 5 is 7 more than the sum of 3 times the number and 13. What is the number?,,x=(3.0*13.0+7.0+5.0)/(6.0-3.0),17
18,"Sean has 9 apples . Susan gives Sean 8 more . Later , Sean buys 18 tickets at the store . How many apples does Sean have in all ?","Sean has 9 apples . Susan gives Sean 8 more . Later , Sean buys 18 tickets at the store . How many apples does Sean have in all ?",X=(9.0+8.0),17
100018,"Jared has 9 bananas. Sarah gives Jared 8 more. Later, Jared buys 18 tickets at the store. How many bananas does Jared have in all?",,X=(9.0+8.0),17
200018,"Karen has 9 pears. Tyler gives Karen 8 more. Later, Karen buys 18 tickets at the store. How many pears does Karen have in all?",,X=(9.0+8.0),17
300018,"Linda has 9 oranges. Mark gives Linda 8 more. Later, Linda buys 18 tickets at the store. How many oranges does Linda have in all?",,X=(9.0+8.0),17
400018,"Mike has 9 peaches. Emily gives Mike 8 more. Later, Mike buys 18 tickets at the store. How many peaches does Mike have in all?",,X=(9.0+8.0),17
500018,"Nina has 9 grapes. Ryan gives Nina 8 more. Later, Nina buys 18 tickets at the store. How many grapes does Nina have in all?",,X=(9.0+8.0),17
600018,"Susan gives Sean 8 more apples, and later Sean buys 18 tickets at the store. Sean starts with 9 apples. How many apples does Sean have in total?",,X=(9.0+8.0),17
700018,"Sean starts with 9 apples, and later buys 18 tickets at the store. Susan also gives Sean 8 more apples. How many apples does Sean have in all?",,X=(9.0+8.0),17
800018,"How many apples does Sean have in total after starting with 9, getting 8 more from Susan, and buying 18 tickets at the store?",,X=(9.0+8.0),17
900018,"After starting with 9 apples, Susan gives Sean 8 more and later Sean buys 18 tickets at the store. How many apples does Sean have in all?",,X=(9.0+8.0),17
1000018,"Sean starts with 9 apples, Susan gives him 8 more, and he later buys 18 tickets at the store. How many apples does Sean have in total?",,X=(9.0+8.0),17
1100018,"Sean has 9 apples and Susan gives Sean 8 more. Later, Sean buys 18 tickets at the store and spends 20 dollars. How many apples does Sean have in all?",,X=(9.0+8.0),17
1200018,"Sean has 9 apples and Susan gives Sean 8 more. Later, Sean buys 18 tickets at the store and goes on a 5 mile run. How many apples does Sean have in all?",,X=(9.0+8.0),17
1300018,"Sean has 9 apples and Susan gives Sean 8 more. Later, Sean buys 18 tickets at the store and reads a 10 page book. How many apples does Sean have in all?",,X=(9.0+8.0),17
1400018,"Sean has 9 apples and Susan gives Sean 8 more. Later, Sean buys 18 tickets at the store and eats a 3 course meal. How many apples does Sean have in all?",,X=(9.0+8.0),17
1500018,"Sean has 9 apples and Susan gives Sean 8 more. Later, Sean buys 18 tickets at the store and watches a 2 hour movie. How many apples does Sean have in all?",,X=(9.0+8.0),17
1600018,"What is the value of the number of apples Sean had if Sean has 17 apples after Susan gives him 8 more, and later he buys 18 tickets at the store?",,X=(17.0-8.0),9
19,7 times a number added to 4 amounts to 20 less than the product of 3 and the number .,7 times a number added to 4 amounts to 20 less than the product of 3 and the number .,(7.0*x)+4.0=(3.0*x)-20.0,-6
100019,7 times the value added to 4 amounts to 20 less than the product of 3 and the value.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
200019,7 times the quantity added to 4 amounts to 20 less than the product of 3 and the quantity.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
300019,7 times the amount added to 4 amounts to 20 less than the product of 3 and the amount.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
400019,7 times the number added to 4 amounts to 20 less than the product of 3 and the number.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
500019,7 times the digit added to 4 amounts to 20 less than the product of 3 and the digit.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
600019,"When 7 times the number is added to 4, the result is 20 less than the product of 3 and the number.",,(7.0*x)+4.0=(3.0*x)-20.0,-6
700019,"If you add 7 times the number to 4, the result will be 20 less than the product of 3 and the number.",,(7.0*x)+4.0=(3.0*x)-20.0,-6
800019,Adding 4 to 7 times the number results in a value that is 20 less than the product of 3 and the number.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
900019,The result of adding 4 to 7 times the number is 20 less than the product of 3 and the number.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
1000019,7 times the number plus 4 is equal to 20 less than the product of 3 and the number.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
1100019,7 times the quantity added to 4 amounts to 20 less than the product of 3 and the quantity.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
1200019,7 times the amount added to 4 amounts to 20 less than the product of 3 and the amount.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
1300019,7 times the number added to 4 amounts to 20 less than the product of 3 and the number.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
1400019,7 times the digit added to 4 amounts to 20 less than the product of 3 and the digit.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
1500019,"When 7 times the number is added to 4, the result is 20 less than the product of 3 and the number.",,(7.0*x)+4.0=(3.0*x)-20.0,-6
1600019,7 times the amount added to 4 amounts to 20 less than the product of 3 and the amount.,,(7.0*x)+4.0=(3.0*x)-20.0,-6
20,A DVD book holds 126 DVDs . There are 81 DVDs already in the book . How many more DVDs can be put in the book ?,A DVD book holds 126 DVDs . There are 81 DVDs already in the book . How many more DVDs can be put in the book ?,X=(126.0-81.0),45
100020,A CD organizer can hold a maximum of 126 CDs. There are already 81 CDs inside it. How many more CDs can be stored in the organizer?,,X=(126.0-81.0),45
200020,A photo album can hold a maximum of 126 pictures. There are already 81 pictures inside it. How many more pictures can be stored in the album?,,X=(126.0-81.0),45
300020,A pencil case can hold a maximum of 126 pens. There are already 81 pens inside it. How many more pens can be stored in the pencil case?,,X=(126.0-81.0),45
400020,A cookie jar can hold a maximum of 126 cookies. There are already 81 cookies inside it. How many more cookies can be stored in the cookie jar?,,X=(126.0-81.0),45
500020,A fish tank can hold a maximum of 126 fish. There are already 81 fish inside it. How many more fish can be stored in the tank?,,X=(126.0-81.0),45
600020,"The DVD book can hold a maximum of 126 DVDs, but there are already 81 DVDs inside. How many more DVDs can be put in the book?",,X=(126.0-81.0),45
700020,"The book for DVDs has a capacity of 126, but there are already 81 DVDs in it. How many more DVDs can be added?",,X=(126.0-81.0),45
800020,"The DVD book is able to hold 126 DVDs, but 81 DVDs are already in it. How many more DVDs can be placed in the book?",,X=(126.0-81.0),45
900020,There are 81 DVDs already in the book designed for holding 126 DVDs. How many more DVDs can be added to the book?,,X=(126.0-81.0),45
1000020,"The book can fit 126 DVDs, but it currently contains 81 DVDs. How many more DVDs can be put in the book?",,X=(126.0-81.0),45
1100020,A DVD book holds 126 DVDs. There are 81 DVDs already in the book. The temperature outside is 72 degrees Fahrenheit. How many more DVDs can be put in the book?,,X=(126.0-81.0),45
1200020,A DVD book holds 126 DVDs. There are 81 DVDs already in the book. The current time is 3:15pm. How many more DVDs can be put in the book?,,X=(126.0-81.0),45
1300020,A DVD book holds 126 DVDs. There are 81 DVDs already in the book. The weight of the book is 2.3 pounds. How many more DVDs can be put in the book?,,X=(126.0-81.0),45
1400020,A DVD book holds 126 DVDs. There are 81 DVDs already in the book. The length of the book is 8 inches. How many more DVDs can be put in the book?,,X=(126.0-81.0),45
1500020,A DVD book holds 126 DVDs. There are 81 DVDs already in the book. The price of the book is $15.99. How many more DVDs can be put in the book?,,X=(126.0-81.0),45
1600020,"There is room for 45 more DVDs in the DVD book, which has a capacity of 126 DVDs. How many DVDs does the book already hold?",,X=(126.0-45.0),81
21,Amy starts with 7 peanuts . Gerald gives Amy 55 more . How many peanuts does Amy end with ?,Amy starts with 7 peanuts . Gerald gives Amy 55 more . How many peanuts does Amy end with ?,X=(7.0+55.0),62
100021,Jake begins with 7 marbles. Sarah gives Jake 55 more marbles. How many marbles does Jake end with?,,X=(7.0+55.0),62
200021,Rachel starts with 7 blocks. Ethan gives Rachel 55 more blocks. How many blocks does Rachel end with?,,X=(7.0+55.0),62
300021,Lisa begins with 7 stickers. Mark gives Lisa 55 more stickers. How many stickers does Lisa end with?,,X=(7.0+55.0),62
400021,Emily starts with 7 dolls. David gives Emily 55 more dolls. How many dolls does Emily end with?,,X=(7.0+55.0),62
500021,Kevin begins with 7 toy cars. Sarah gives Kevin 55 more toy cars. How many toy cars does Kevin end with?,,X=(7.0+55.0),62
600021,Jake starts with 7 marbles and is given 55 more by Sarah. How many marbles does Jake end up with?,,X=(7.0+55.0),62
700021,Sarah gives Jake 55 marbles in addition to the 7 he already has. How many marbles does Jake end with?,,X=(7.0+55.0),62
800021,"Jake has 7 marbles to begin with, and Sarah adds 55 more. How many marbles does Jake end up with in total?",,X=(7.0+55.0),62
900021,Jake is given 55 marbles by Sarah to add to his initial 7 marbles. How many marbles does Jake have in total?,,X=(7.0+55.0),62
1000021,Sarah gives Jake an additional 55 marbles on top of the 7 he already has. How many marbles does Jake have in total?,,X=(7.0+55.0),62
1100021,Amy starts with 7 peanuts. Gerald gives Amy 55 more peanuts. The temperature outside is 72 degrees Fahrenheit. How many peanuts does Amy end with?,,X=(7.0+55.0),62
1200021,Amy starts with 7 peanuts. Gerald gives Amy 55 more peanuts. The current time is 3:15pm. How many peanuts does Amy end with?,,X=(7.0+55.0),62
1300021,Amy starts with 7 peanuts. Gerald gives Amy 55 more peanuts. The weight of the peanuts is 2.3 pounds. How many peanuts does Amy end with?,,X=(7.0+55.0),62
1400021,Amy starts with 7 peanuts. Gerald gives Amy 55 more peanuts. The length of the peanuts is 8 inches. How many peanuts does Amy end with?,,X=(7.0+55.0),62
1500021,Amy starts with 7 peanuts. Gerald gives Amy 55 more peanuts. The price of the peanuts is $15.99. How many peanuts does Amy end with?,,X=(7.0+55.0),62
1600021,"Gerald gives Amy some more peanuts, which she already has 7 of. If Amy has 62 peanuts now, how many peanuts did Amy receive from Gerald?",,X=(62.0-7.0),55
22,"Frank made 19 dollars mowing lawns over the summer . If he spent 11 dollars buying new mower blades , how many 2 dollar games could he buy with the money he had left ?","Frank made 19 dollars mowing lawns over the summer . If he spent 11 dollars buying new mower blades , how many 2 dollar games could he buy with the money he had left ?",X=((19.0-11.0)/2.0),4
100022,"Sarah made $19 selling lemonade over the summer. If she spent $11 on new cups, how many $2 toys could she buy with the money she had left?",,X=((19.0-11.0)/2.0),4
200022,"James made $19 painting houses over the summer. If he spent $11 on new paint brushes, how many $2 books could he buy with the money he had left?",,X=((19.0-11.0)/2.0),4
300022,"Emily made $19 babysitting over the summer. If she spent $11 on new toys, how many $2 snacks could she buy with the money she had left?",,X=((19.0-11.0)/2.0),4
400022,"Rachel made $19 mowing lawns over the summer. If she spent $11 on new gardening tools, how many $2 movies could she buy with the money she had left?",,X=((19.0-11.0)/2.0),4
500022,"Kevin made $19 doing odd jobs over the summer. If he spent $11 on new tools, how many $2 video games could he buy with the money he had left?",,X=((19.0-11.0)/2.0),4
600022,"Frank earned $19 mowing lawns over the summer, but spent $11 on new mower blades. How many $2 games can he buy with the remaining money?",,X=((19.0-11.0)/2.0),4
700022,"Over the summer, Frank made $19 mowing lawns and spent $11 on new mower blades. How many $2 games can he buy with the money he has left?",,X=((19.0-11.0)/2.0),4
800022,"Frank spent $11 on new mower blades, reducing the $19 he made mowing lawns over the summer. How many $2 games can he buy with the remaining money?",,X=((19.0-11.0)/2.0),4
900022,Frank made $19 mowing lawns over the summer and bought new mower blades for $11. How many $2 games can he buy with the money he has left?,,X=((19.0-11.0)/2.0),4
1000022,The $19 Frank made mowing lawns over the summer was reduced by the $11 he spent on new mower blades. How many $2 games can he buy with the remaining money?,,X=((19.0-11.0)/2.0),4
1100022,"Frank made $19 mowing lawns over the summer. If he spent $11 buying new mower blades, he used the mower for a total of 81 minutes. How many $2 games could he buy with the money he had left?",,X=((19.0-11.0)/2.0),4
1200022,"Frank made $19 mowing lawns over the summer. If he spent $11 buying new mower blades, he had a total of 7 lawns to mow. How many $2 games could he buy with the money he had left?",,X=((19.0-11.0)/2.0),4
1300022,"Frank made $19 mowing lawns over the summer. If he spent $11 buying new mower blades, he mowed the lawns for a total of 55 hours. How many $2 games could he buy with the money he had left?",,X=((19.0-11.0)/2.0),4
1400022,"Frank made $19 mowing lawns over the summer. If he spent $11 buying new mower blades, he earned $5 per hour. How many $2 games could he buy with the money he had left?",,X=((19.0-11.0)/2.0),4
1500022,"Frank made $19 mowing lawns over the summer. If he spent $11 buying new mower blades, the average cost of a lawn mowing job was $9. How many $2 games could he buy with the money he had left?",,X=((19.0-11.0)/2.0),4
1600022,Frank spent $11 on new mower blades and bought 4 game each costing $2 with the money left over from mowing lawns over the summer. How much money did he make from mowing lawns?.,,X=(11.0+(4.0*2.0)),19
23,Suzie found two worms in the yard and measured them with a ruler . One worm was 0.8 of an inch long . The other worm was 0.1 of an inch long . How much longer was the longer worm ?,Suzie found two worms in the yard and measured them with a ruler . One worm was 0.8 of an inch long . The other worm was 0.1 of an inch long . How much longer was the longer worm ?,x=0.8-0.1,0.7
100023,Jim found two caterpillars in the yard and measured them with a ruler. One caterpillar was 0.8 of an inch long. The other caterpillar was 0.1 of an inch long. How much longer was the longer caterpillar?,,x=0.8-0.1,0.7
200023,Rachel found two snails in the yard and measured them with a ruler. One snail was 0.8 of an inch long. The other snail was 0.1 of an inch long. How much longer was the longer snail?,,x=0.8-0.1,0.7
300023,Lucy found two lizards in the yard and measured them with a ruler. One lizard was 0.8 of an inch long. The other lizard was 0.1 of an inch long. How much longer was the longer lizard?,,x=0.8-0.1,0.7
400023,Alex found two turtles in the yard and measured them with a ruler. One turtle was 0.8 of an inch long. The other turtle was 0.1 of an inch long. How much longer was the longer turtle?,,x=0.8-0.1,0.7
500023,Katie found two snakes in the yard and measured them with a ruler. One snake was 0.8 of an inch long. The other snake was 0.1 of an inch long. How much longer was the longer snake?,,x=0.8-0.1,0.7
600023,"Suzie found two worms in the yard, measuring them with a ruler. One worm was 0.8 inches long, and the other was 0.1 inches long. How much longer was the longer worm?",,x=0.8-0.1,0.7
700023,Suzie measured two worms in the yard with a ruler. One worm was 0.8 inches long and the other was 0.1 inches long. How much longer was the worm that was 0.8 inches long?,,x=0.8-0.1,0.7
800023,"Using a ruler, Suzie measured two worms that she found in the yard. One worm was 0.8 inches long, while the other was 0.1 inches long. How much longer was the 0.8 inch worm?",,x=0.8-0.1,0.7
900023,Suzie found two worms in the yard and used a ruler to measure them. One worm measured 0.8 inches and the other measured 0.1 inches. How much longer was the 0.8 inch worm?,,x=0.8-0.1,0.7
1000023,Suzie found two worms in the yard and used a ruler to measure their lengths. One worm was 0.8 inches long and the other was 0.1 inches long. How much longer was the longer worm?,,x=0.8-0.1,0.7
1100023,Suzie found two worms in the yard and measured them with a ruler. One worm was 0.8 of an inch long. The other worm was 0.1 of an inch long. She found a total of 7 worms in the yard. How much longer was the longer worm?,,x=0.8-0.2,0.7
1200023,Suzie found two worms in the yard and measured them with a ruler. One worm was 0.8 of an inch long. The other worm was 0.1 of an inch long. She measured the worms for a total of 55 hours. How much longer was the longer worm?,,x=0.8-0.3,0.7
1300023,Suzie found two worms in the yard and measured them with a ruler. One worm was 0.8 of an inch long. The other worm was 0.1 of an inch long. She earned $5 per hour for finding the worms. How much longer was the longer worm?,,x=0.8-0.4,0.7
1400023,Suzie found two worms in the yard and measured them with a ruler. One worm was 0.8 of an inch long. The other worm was 0.1 of an inch long. She used the ruler for a total of 81 minutes. How much longer was the longer worm?,,x=0.8-0.5,0.7
1500023,Suzie found two worms in the yard and measured them with a ruler. One worm was 0.8 of an inch long. The other worm was 0.1 of an inch long. The average length of the worms is 0.5 inches. How much longer was the longer worm?,,x=0.8-0.6,0.7
1600023,Suzie found a worm that was 0.8 inches long and another worm that was shorter. The longer worm was 0.7 inches longer than the shorter worm. How long was the shorter worm?,,x=0.8-0.7,0.1
24,Goran will rent a car for the weekend . He can choose 1 of 2 plans . The first plan has an initial fee of 65 dollars and costs an additional 0.40 dollars per mile driven . The second plan has no initial fee but costs 0.60 dollars per mile driven . How many miles would Goran need to drive for the 2 plans to cost the same ?,Goran will rent a car for the weekend . He can choose 1 of 2 plans . The first plan has an initial fee of 65 dollars and costs an additional 0.40 dollars per mile driven . The second plan has no initial fee but costs 0.60 dollars per mile driven . How many miles would Goran need to drive for the 2 plans to cost the same ?,x=65.0/(0.6-0.4),325
100024,Maria will rent a car for the weekend. She can choose 1 of 2 plans. The first plan has an initial fee of $65 and costs an additional $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. How many miles would Maria need to drive for the 2 plans to cost the same?,,x=65.0/(0.6-0.4),325
200024,Jake will rent a car for the weekend. He can choose 1 of 2 plans. The first plan has an initial fee of $65 and costs an additional $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. How many miles would Jake need to drive for the 2 plans to cost the same?,,x=65.0/(0.6-0.4),325
300024,Sarah will rent a car for the weekend. She can choose 1 of 2 plans. The first plan has an initial fee of $65 and costs an additional $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. How many miles would Sarah need to drive for the 2 plans to cost the same?,,x=65.0/(0.6-0.4),325
400024,Tim will rent a car for the weekend. He can choose 1 of 2 plans. The first plan has an initial fee of $65 and costs an additional $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. How many miles would Tim need to drive for the 2 plans to cost the same?,,x=65.0/(0.6-0.4),325
500024,Kim will rent a car for the weekend. She can choose 1 of 2 plans. The first plan has an initial fee of $65 and costs an additional $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. How many miles would Kim need to drive for the 2 plans to cost the same?,,x=65.0/(0.6-0.4),325
600024,Goran can choose between two plans for his weekend car rental. The first plan has an initial fee of $65 and costs $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. How many miles does Goran need to drive for the two plans to cost the same?,,x=65.0/(0.6-0.4),325
700024,"For his weekend car rental, Goran has the option of two plans. The first plan has a $65 initial fee and an additional cost of $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. How many miles must Goran drive for the two plans to cost the same?",,x=65.0/(0.6-0.4),325
800024,"Goran is considering two plans for his weekend car rental. The first plan charges $65 initially and an extra $0.40 per mile driven. The second plan has no initial fee, but costs $0.60 per mile driven. How many miles does Goran need to drive for the two plans to cost the same amount?",,x=65.0/(0.6-0.4),325
900024,"For the weekend, Goran will rent a car and has a choice of two plans. The first plan has an initial fee of $65 and a per-mile cost of $0.40. The second plan has no initial fee, but costs $0.60 per mile driven. How many miles must Goran drive for the two plans to cost the same?",,x=65.0/(0.6-0.4),325
